day_hour,clientip,id,no_get,no_post,no_head
2019-01-31 23,66.249.66.457,1,0,1,0
2019-01-31 23,91.99.72.324,1,0,1,0
2019-01-31 23,66.249.66.506,1,0,1,0
2019-01-31 23,54.36.149.357,1,0,1,0
2019-01-31 23,66.249.66.689,1,0,1,0
2019-01-31 23,40.77.167.639,5,0,5,0
2019-01-31 23,54.36.149.586,1,0,1,0
2019-01-31 23,31.56.96.678,2,0,2,0
2019-01-31 23,31.56.96.744,2,0,2,0
2019-01-31 23,66.249.66.919,1,0,1,0
2019-01-31 23,54.36.149.801,1,0,1,0
2019-01-31 23,54.36.149.868,1,0,1,0
2019-01-31 23,40.77.167.983,5,0,5,0
2019-01-31 23,66.249.66.214,1,0,1,0
2019-01-31 23,66.249.66.215,1,0,1,0
2019-01-31 23,66.249.66.246,1,0,1,0
2019-01-31 23,31.56.96.124,2,0,2,0
2019-01-31 23,54.36.149.152,1,0,1,0
2019-01-31 23,31.56.96.184,2,0,2,0
2019-01-31 23,66.249.66.368,1,0,1,0
2019-01-31 23,40.77.167.306,5,0,5,0
2019-01-31 23,40.77.167.352,5,0,5,0
2019-01-31 23,91.99.72.246,1,0,1,0
2019-01-31 23,31.56.96.296,2,0,2,0
2019-01-31 23,91.99.72.281,1,0,1,0
2019-01-31 23,66.249.66.591,1,0,1,0
2019-01-31 23,66.249.66.616,1,0,1,0
2019-01-31 23,54.36.149.477,1,0,1,0
2019-01-31 23,54.36.149.490,1,0,1,0
2019-01-31 23,31.56.96.589,2,0,2,0
2019-01-31 23,91.99.72.569,1,0,1,0
2019-01-31 23,66.249.66.777,1,0,1,0
2019-01-31 23,40.77.167.742,5,0,5,0
2019-01-31 23,54.36.149.666,1,0,1,0
2019-01-31 23,66.249.66.893,1,0,1,0
2019-01-31 23,91.99.72.715,1,0,1,0
2019-01-31 23,91.99.72.768,1,0,1,0
2019-01-31 23,91.99.72.789,1,0,1,0
2019-01-31 23,40.77.167.964,5,0,5,0
2019-01-31 23,66.249.66.1073,1,0,1,0
2019-01-24 5,91.99.72.17,1,0,1,0
2019-01-31 20,54.36.149.58,1,0,1,0
2019-01-31 23,91.99.72.72,1,0,1,0
2019-01-31 23,54.36.149.140,1,0,1,0
2019-01-31 23,31.56.96.163,2,0,2,0
2019-01-31 23,31.56.96.185,2,0,2,0
2019-01-31 23,31.56.96.222,2,0,2,0
2019-01-31 23,91.99.72.305,1,0,1,0
2019-01-31 23,31.56.96.380,2,0,2,0
2019-01-31 23,31.56.96.422,2,0,2,0
2019-01-31 23,31.56.96.429,2,0,2,0
2019-01-31 23,54.36.149.518,1,0,1,0
2019-01-31 23,31.56.96.555,2,0,2,0
2019-01-31 23,54.36.149.546,1,0,1,0
2019-01-31 23,91.99.72.520,1,0,1,0
2019-01-31 23,40.77.167.660,5,0,5,0
2019-01-31 23,31.56.96.711,2,0,2,0
2019-01-31 23,31.56.96.715,2,0,2,0
2019-01-31 23,40.77.167.840,5,0,5,0
2019-01-31 23,31.56.96.937,2,0,2,0
2019-01-31 23,66.249.66.1120,1,0,1,0
2019-01-31 23,40.77.167.1057,5,0,5,0
2019-01-31 23,31.56.96.96,2,0,2,0
2019-01-31 23,54.36.149.100,1,0,1,0
2019-01-31 23,31.56.96.153,2,0,2,0
2019-01-31 23,91.99.72.131,1,0,1,0
2019-01-31 23,54.36.149.167,1,0,1,0
2019-01-31 23,54.36.149.229,1,0,1,0
2019-01-31 23,66.249.66.410,1,0,1,0
2019-01-31 23,40.77.167.365,5,0,5,0
2019-01-31 23,31.56.96.371,2,0,2,0
2019-01-31 23,40.77.167.467,5,0,5,0
2019-01-31 23,91.99.72.393,1,0,1,0
2019-01-31 23,40.77.167.552,5,0,5,0
2019-01-31 23,31.56.96.484,2,0,2,0
2019-01-31 23,40.77.167.625,5,0,5,0
2019-01-31 23,54.36.149.573,1,0,1,0
2019-01-31 23,54.36.149.589,1,0,1,0
2019-01-31 23,66.249.66.756,1,0,1,0
2019-01-31 23,54.36.149.620,1,0,1,0
2019-01-31 23,31.56.96.705,2,0,2,0
2019-01-31 23,54.36.149.748,1,0,1,0
2019-01-31 23,66.249.66.923,1,0,1,0
2019-01-31 23,40.77.167.866,5,0,5,0
2019-01-31 23,31.56.96.810,2,0,2,0
2019-01-31 23,54.36.149.850,1,0,1,0
2019-01-31 23,54.36.149.926,1,0,1,0
2019-01-31 23,31.56.96.952,2,0,2,0
2019-01-31 23,31.56.96.109,2,0,2,0
2019-01-31 23,54.36.149.254,1,0,1,0
2019-01-31 23,54.36.149.255,1,0,1,0
2019-01-31 23,40.77.167.348,5,0,5,0
2019-01-31 23,40.77.167.363,5,0,5,0
2019-01-31 23,54.36.149.328,1,0,1,0
2019-01-31 23,31.56.96.395,2,0,2,0
2019-01-31 23,54.36.149.415,1,0,1,0
2019-01-31 23,40.77.167.542,5,0,5,0
2019-01-31 23,40.77.167.647,5,0,5,0
2019-01-31 23,54.36.149.632,1,0,1,0
2019-01-31 23,66.249.66.801,1,0,1,0
2019-01-31 23,54.36.149.716,1,0,1,0
2019-01-31 23,54.36.149.760,1,0,1,0
2019-01-31 23,66.249.66.918,1,0,1,0
2019-01-31 23,40.77.167.934,5,0,5,0
2019-01-31 23,54.36.149.916,1,0,1,0
2019-01-31 23,91.99.72.899,1,0,1,0
2019-01-31 23,66.249.66.1133,1,0,1,0
2019-01-22 3,54.36.149.63,940,940,0,0
2019-01-31 23,54.36.149.79,1,0,1,0
2019-01-31 23,40.77.167.189,5,0,5,0
2019-01-31 23,54.36.149.125,1,0,1,0
2019-01-31 23,91.99.72.153,1,0,1,0
2019-01-31 23,54.36.149.189,1,0,1,0
2019-01-31 23,54.36.149.206,1,0,1,0
2019-01-31 23,40.77.167.295,5,0,5,0
2019-01-31 23,40.77.167.297,5,0,5,0
2019-01-31 23,31.56.96.234,2,0,2,0
2019-01-31 23,31.56.96.346,2,0,2,0
2019-01-31 23,66.249.66.598,1,0,1,0
2019-01-31 23,91.99.72.450,1,0,1,0
2019-01-31 23,31.56.96.575,2,0,2,0
2019-01-31 23,91.99.72.580,1,0,1,0
2019-01-31 23,91.99.72.591,1,0,1,0
2019-01-31 23,54.36.149.628,1,0,1,0
2019-01-31 23,31.56.96.714,2,0,2,0
2019-01-31 23,66.249.66.941,1,0,1,0
2019-01-31 23,66.249.66.946,1,0,1,0
2019-01-31 23,54.36.149.822,1,0,1,0
2019-01-31 23,91.99.72.814,1,0,1,0
2019-01-31 23,54.36.149.881,1,0,1,0
2019-01-31 23,91.99.72.889,1,0,1,0
2019-01-31 23,31.56.96.971,2,0,2,0
2019-01-31 23,54.36.149.61,1,0,1,0
2019-01-31 23,31.56.96.113,2,0,2,0
2019-01-31 23,91.99.72.98,1,0,1,0
2019-01-31 23,40.77.167.247,5,0,5,0
2019-01-31 23,31.56.96.196,2,0,2,0
2019-01-31 23,54.36.149.363,1,0,1,0
2019-01-31 23,66.249.66.548,1,0,1,0
2019-01-31 23,40.77.167.488,5,0,5,0
2019-01-31 23,54.36.149.408,1,0,1,0
2019-01-31 23,54.36.149.483,1,0,1,0
2019-01-31 23,31.56.96.507,2,0,2,0
2019-01-31 23,91.99.72.473,1,0,1,0
2019-01-31 23,54.36.149.519,1,0,1,0
2019-01-31 23,40.77.167.614,5,0,5,0
2019-01-31 23,31.56.96.542,2,0,2,0
2019-01-31 23,91.99.72.557,1,0,1,0
2019-01-31 23,40.77.167.743,5,0,5,0
2019-01-31 23,54.36.149.715,1,0,1,0
2019-01-31 23,40.77.167.870,5,0,5,0
2019-01-31 23,40.77.167.904,5,0,5,0
2019-01-31 23,31.56.96.844,2,0,2,0
2019-01-31 23,54.36.149.911,1,0,1,0
2019-01-31 23,31.56.96.940,2,0,2,0
2019-01-31 23,66.249.66.1109,1,0,1,0
2019-01-22 3,5.78.198.52,15040,7520,7520,0
2019-01-31 23,66.249.66.244,1,0,1,0
2019-01-31 23,91.99.72.80,1,0,1,0
2019-01-31 23,54.36.149.129,1,0,1,0
2019-01-31 23,91.99.72.190,1,0,1,0
2019-01-31 23,66.249.66.373,1,0,1,0
2019-01-31 23,66.249.66.470,1,0,1,0
2019-01-31 23,40.77.167.455,5,0,5,0
2019-01-31 23,91.99.72.410,1,0,1,0
2019-01-31 23,91.99.72.475,1,0,1,0
2019-01-31 23,91.99.72.478,1,0,1,0
2019-01-31 23,54.36.149.510,1,0,1,0
2019-01-31 23,54.36.149.574,1,0,1,0
2019-01-31 23,91.99.72.640,1,0,1,0
2019-01-31 23,54.36.149.668,1,0,1,0
2019-01-31 23,31.56.96.707,2,0,2,0
2019-01-31 23,66.249.66.872,1,0,1,0
2019-01-31 23,31.56.96.733,2,0,2,0
2019-01-31 23,54.36.149.737,1,0,1,0
2019-01-31 23,31.56.96.752,2,0,2,0
2019-01-31 23,91.99.72.794,1,0,1,0
2019-01-31 23,40.77.167.960,5,0,5,0
2019-01-31 23,40.77.167.1026,5,0,5,0
2019-01-31 23,40.77.167.168,5,0,5,0
2019-01-31 23,66.249.66.267,1,0,1,0
2019-01-31 23,66.249.66.310,1,0,1,0
2019-01-31 23,66.249.66.370,1,0,1,0
2019-01-31 23,91.99.72.304,1,0,1,0
2019-01-31 23,54.36.149.340,1,0,1,0
2019-01-31 23,66.249.66.502,1,0,1,0
2019-01-31 23,54.36.149.395,1,0,1,0
2019-01-31 23,91.99.72.399,1,0,1,0
2019-01-31 23,66.249.66.589,1,0,1,0
2019-01-31 23,66.249.66.601,1,0,1,0
2019-01-31 23,91.99.72.509,1,0,1,0
2019-01-31 23,66.249.66.707,1,0,1,0
2019-01-31 23,91.99.72.620,1,0,1,0
2019-01-31 23,31.56.96.688,2,0,2,0
2019-01-31 23,91.99.72.682,1,0,1,0
2019-01-31 23,91.99.72.723,1,0,1,0
2019-01-31 23,54.36.149.765,1,0,1,0
2019-01-31 23,31.56.96.777,2,0,2,0
2019-01-31 23,54.36.149.866,1,0,1,0
2019-01-31 23,40.77.167.1054,5,0,5,0
2019-01-31 23,66.249.66.228,1,0,1,0
2019-01-31 23,40.77.167.192,5,0,5,0
2019-01-31 23,31.56.96.148,2,0,2,0
2019-01-31 23,54.36.149.142,1,0,1,0
2019-01-31 23,91.99.72.144,1,0,1,0
2019-01-31 23,31.56.96.213,2,0,2,0
2019-01-31 23,66.249.66.359,1,0,1,0
2019-01-31 23,40.77.167.343,5,0,5,0
2019-01-31 23,31.56.96.277,2,0,2,0
2019-01-31 23,66.249.66.437,1,0,1,0
2019-01-31 23,54.36.149.300,1,0,1,0
2019-01-31 23,66.249.66.453,1,0,1,0
2019-01-31 23,91.99.72.275,1,0,1,0
2019-01-31 23,66.249.66.550,1,0,1,0
2019-01-31 23,31.56.96.459,2,0,2,0
2019-01-31 23,54.36.149.577,1,0,1,0
2019-01-31 23,31.56.96.646,2,0,2,0
2019-01-31 23,40.77.167.812,5,0,5,0
2019-01-31 23,66.249.66.904,1,0,1,0
2019-01-31 23,54.36.149.767,1,0,1,0
2019-01-31 23,54.36.149.804,1,0,1,0
2019-01-31 23,66.249.66.967,1,0,1,0
2019-01-31 23,91.99.72.804,1,0,1,0
2019-01-31 23,54.36.149.863,1,0,1,0
2019-01-31 23,54.36.149.919,1,0,1,0
2019-01-31 23,66.249.66.1132,1,0,1,0
2019-01-22 3,5.209.200.218,19740,19740,0,0
2019-01-31 23,54.36.149.90,1,0,1,0
2019-01-31 23,31.56.96.156,2,0,2,0
2019-01-31 23,40.77.167.264,5,0,5,0
2019-01-31 23,54.36.149.203,1,0,1,0
2019-01-31 23,31.56.96.225,2,0,2,0
2019-01-31 23,54.36.149.220,1,0,1,0
2019-01-31 23,40.77.167.308,5,0,5,0
2019-01-31 23,31.56.96.310,2,0,2,0
2019-01-31 23,40.77.167.448,5,0,5,0
2019-01-31 23,91.99.72.409,1,0,1,0
2019-01-31 23,66.249.66.664,1,0,1,0
2019-01-31 23,91.99.72.489,1,0,1,0
2019-01-31 23,54.36.149.534,1,0,1,0
2019-01-31 23,91.99.72.530,1,0,1,0
2019-01-31 23,31.56.96.568,2,0,2,0
2019-01-31 23,66.249.66.734,1,0,1,0
2019-01-31 23,31.56.96.592,2,0,2,0
2019-01-31 23,54.36.149.583,1,0,1,0
2019-01-31 23,91.99.72.635,1,0,1,0
2019-01-31 23,31.56.96.717,2,0,2,0
2019-01-31 23,91.99.72.721,1,0,1,0
2019-01-31 23,54.36.149.764,1,0,1,0
2019-01-31 23,91.99.72.756,1,0,1,0
2019-01-31 23,31.56.96.799,2,0,2,0
2019-01-31 23,31.56.96.805,2,0,2,0
2019-01-31 23,40.77.167.948,5,0,5,0
2019-01-31 23,40.77.167.966,5,0,5,0
2019-01-31 23,31.56.96.986,2,0,2,0
2019-01-31 23,31.56.96.893,2,0,2,0
2019-01-31 23,91.99.72.57,1,0,1,0
2019-01-31 23,31.56.96.112,2,0,2,0
2019-01-31 23,31.56.96.146,2,0,2,0
2019-01-31 23,31.56.96.198,2,0,2,0
2019-01-31 23,54.36.149.223,1,0,1,0
2019-01-31 23,54.36.149.285,1,0,1,0
2019-01-31 23,40.77.167.418,5,0,5,0
2019-01-31 23,54.36.149.350,1,0,1,0
2019-01-31 23,66.249.66.538,1,0,1,0
2019-01-31 23,66.249.66.551,1,0,1,0
2019-01-31 23,31.56.96.431,2,0,2,0
2019-01-31 23,66.249.66.672,1,0,1,0
2019-01-31 23,31.56.96.547,2,0,2,0
2019-01-31 23,31.56.96.553,2,0,2,0
2019-01-31 23,40.77.167.757,5,0,5,0
2019-01-31 23,54.36.149.681,1,0,1,0
2019-01-31 23,31.56.96.765,2,0,2,0
2019-01-31 23,31.56.96.913,2,0,2,0
2019-01-31 23,66.249.66.1060,1,0,1,0
2019-01-31 23,91.99.72.885,1,0,1,0
2019-01-31 23,54.36.149.917,1,0,1,0
2019-01-31 23,91.99.72.900,1,0,1,0
2019-01-31 23,66.249.66.1090,1,0,1,0
2019-01-31 23,54.36.149.939,1,0,1,0
2019-01-31 23,91.99.72.944,1,0,1,0
2019-01-22 3,54.36.148.161,940,940,0,0
2019-01-31 20,66.249.66.211,1,0,1,0
2019-01-31 23,40.77.167.207,5,0,5,0
2019-01-31 23,40.77.167.269,5,0,5,0
2019-01-31 23,54.36.149.195,1,0,1,0
2019-01-31 23,40.77.167.305,5,0,5,0
2019-01-31 23,91.99.72.226,1,0,1,0
2019-01-31 23,91.99.72.232,1,0,1,0
2019-01-31 23,54.36.149.359,1,0,1,0
2019-01-31 23,54.36.149.378,1,0,1,0
2019-01-31 23,31.56.96.397,2,0,2,0
2019-01-31 23,31.56.96.410,2,0,2,0
2019-01-31 23,54.36.149.414,1,0,1,0
2019-01-31 23,66.249.66.576,1,0,1,0
2019-01-31 23,91.99.72.401,1,0,1,0
2019-01-31 23,66.249.66.596,1,0,1,0
2019-01-31 23,31.56.96.479,2,0,2,0
2019-01-31 23,66.249.66.637,1,0,1,0
2019-01-31 23,66.249.66.658,1,0,1,0
2019-01-31 23,66.249.66.730,1,0,1,0
2019-01-31 23,91.99.72.613,1,0,1,0
2019-01-31 23,31.56.96.674,2,0,2,0
2019-01-31 23,31.56.96.702,2,0,2,0
2019-01-31 23,91.99.72.677,1,0,1,0
2019-01-31 23,54.36.149.727,1,0,1,0
2019-01-31 23,40.77.167.832,5,0,5,0
2019-01-31 23,54.36.149.799,1,0,1,0
2019-01-31 23,40.77.167.924,5,0,5,0
2019-01-31 23,54.36.149.959,1,0,1,0
2019-01-31 23,54.36.149.973,1,0,1,0
2019-01-31 23,66.249.66.331,1,0,1,0
2019-01-31 23,91.99.72.235,1,0,1,0
2019-01-31 23,40.77.167.357,5,0,5,0
2019-01-31 23,91.99.72.307,1,0,1,0
2019-01-31 23,91.99.72.321,1,0,1,0
2019-01-31 23,91.99.72.387,1,0,1,0
2019-01-31 23,66.249.66.586,1,0,1,0
2019-01-31 23,40.77.167.570,5,0,5,0
2019-01-31 23,91.99.72.494,1,0,1,0
2019-01-31 23,54.36.149.629,1,0,1,0
2019-01-31 23,40.77.167.862,5,0,5,0
2019-01-31 23,91.99.72.749,1,0,1,0
2019-01-31 23,31.56.96.860,2,0,2,0
2019-01-31 23,31.56.96.105,2,0,2,0
2019-01-31 23,40.77.167.252,5,0,5,0
2019-01-31 23,40.77.167.322,5,0,5,0
2019-01-31 23,66.249.66.396,1,0,1,0
2019-01-31 23,91.99.72.301,1,0,1,0
2019-01-31 23,54.36.149.342,1,0,1,0
2019-01-31 23,54.36.149.459,1,0,1,0
2019-01-31 23,54.36.149.526,1,0,1,0
2019-01-31 23,91.99.72.554,1,0,1,0
2019-01-31 23,40.77.167.709,5,0,5,0
2019-01-31 23,66.249.66.799,1,0,1,0
2019-01-31 23,40.77.167.759,5,0,5,0
2019-01-31 23,66.249.66.831,1,0,1,0
2019-01-31 23,40.77.167.781,5,0,5,0
2019-01-31 23,66.249.66.850,1,0,1,0
2019-01-31 23,66.249.66.871,1,0,1,0
2019-01-31 23,91.99.72.738,1,0,1,0
2019-01-31 23,54.36.149.795,1,0,1,0
2019-01-31 23,31.56.96.822,2,0,2,0
2019-01-31 23,54.36.149.815,1,0,1,0
2019-01-31 23,91.99.72.832,1,0,1,0
2019-01-31 23,66.249.66.1072,1,0,1,0
2019-01-31 23,31.56.96.898,2,0,2,0
2019-01-23 4,66.249.66.195,1,0,1,0
2019-01-30 11,91.99.72.23,1,0,1,0
2019-01-31 14,31.56.96.62,2,0,2,0
2019-01-31 23,91.99.72.155,1,0,1,0
2019-01-31 23,31.56.96.272,2,0,2,0
2019-01-31 23,54.36.149.284,1,0,1,0
2019-01-31 23,91.99.72.268,1,0,1,0
2019-01-31 23,66.249.66.468,1,0,1,0
2019-01-31 23,40.77.167.415,5,0,5,0
2019-01-31 23,40.77.167.428,5,0,5,0
2019-01-31 23,54.36.149.353,1,0,1,0
2019-01-31 23,40.77.167.479,5,0,5,0
2019-01-31 23,40.77.167.548,5,0,5,0
2019-01-31 23,40.77.167.680,5,0,5,0
2019-01-31 23,31.56.96.618,2,0,2,0
2019-01-31 23,66.249.66.784,1,0,1,0
2019-01-31 23,31.56.96.784,2,0,2,0
2019-01-31 23,40.77.167.897,5,0,5,0
2019-01-31 23,31.56.96.907,2,0,2,0
2019-01-31 23,31.56.96.959,2,0,2,0
2019-01-31 23,66.249.66.1122,1,0,1,0
2019-01-22 3,66.249.66.91,18800,18800,0,0
2019-01-31 13,40.77.167.139,5,0,5,0
2019-01-31 18,31.56.96.66,2,0,2,0
2019-01-31 23,66.249.66.235,1,0,1,0
2019-01-31 23,40.77.167.233,5,0,5,0
2019-01-31 23,54.36.149.187,1,0,1,0
2019-01-31 23,66.249.66.351,1,0,1,0
2019-01-31 23,31.56.96.236,2,0,2,0
2019-01-31 23,40.77.167.338,5,0,5,0
2019-01-31 23,91.99.72.227,1,0,1,0
2019-01-31 23,54.36.149.299,1,0,1,0
2019-01-31 23,40.77.167.405,5,0,5,0
2019-01-31 23,31.56.96.340,2,0,2,0
2019-01-31 23,31.56.96.378,2,0,2,0
2019-01-31 23,40.77.167.487,5,0,5,0
2019-01-31 23,31.56.96.464,2,0,2,0
2019-01-31 23,40.77.167.547,5,0,5,0
2019-01-31 23,40.77.167.585,5,0,5,0
2019-01-31 23,54.36.149.549,1,0,1,0
2019-01-31 23,91.99.72.526,1,0,1,0
2019-01-31 23,66.249.66.746,1,0,1,0
2019-01-31 23,66.249.66.781,1,0,1,0
2019-01-31 23,54.36.149.671,1,0,1,0
2019-01-31 23,40.77.167.818,5,0,5,0
2019-01-31 23,54.36.149.738,1,0,1,0
2019-01-31 23,66.249.66.926,1,0,1,0
2019-01-31 23,40.77.167.871,5,0,5,0
2019-01-31 23,54.36.149.786,1,0,1,0
2019-01-31 23,40.77.167.892,5,0,5,0
2019-01-31 23,31.56.96.869,2,0,2,0
2019-01-31 23,66.249.66.1049,1,0,1,0
2019-01-31 23,91.99.72.916,1,0,1,0
2019-01-28 9,40.77.167.135,5,0,5,0
2019-01-31 23,54.36.149.70,1,0,1,0
2019-01-31 23,54.36.149.226,1,0,1,0
2019-01-31 23,66.249.66.399,1,0,1,0
2019-01-31 23,66.249.66.509,1,0,1,0
2019-01-31 23,31.56.96.382,2,0,2,0
2019-01-31 23,54.36.149.384,1,0,1,0
2019-01-31 23,91.99.72.430,1,0,1,0
2019-01-31 23,40.77.167.584,5,0,5,0
2019-01-31 23,66.249.66.706,1,0,1,0
2019-01-31 23,40.77.167.691,5,0,5,0
2019-01-31 23,54.36.149.627,1,0,1,0
2019-01-31 23,40.77.167.737,5,0,5,0
2019-01-31 23,54.36.149.661,1,0,1,0
2019-01-31 23,91.99.72.653,1,0,1,0
2019-01-31 23,66.249.66.922,1,0,1,0
2019-01-31 23,54.36.149.772,1,0,1,0
2019-01-31 23,66.249.66.994,1,0,1,0
2019-01-31 23,91.99.72.54,1,0,1,0
2019-01-31 23,31.56.96.144,2,0,2,0
2019-01-31 23,40.77.167.283,5,0,5,0
2019-01-31 23,40.77.167.292,5,0,5,0
2019-01-31 23,66.249.66.365,1,0,1,0
2019-01-31 23,31.56.96.229,2,0,2,0
2019-01-31 23,66.249.66.397,1,0,1,0
2019-01-31 23,66.249.66.419,1,0,1,0
2019-01-31 23,54.36.149.268,1,0,1,0
2019-01-31 23,66.249.66.503,1,0,1,0
2019-01-31 23,54.36.149.365,1,0,1,0
2019-01-31 23,54.36.149.424,1,0,1,0
2019-01-31 23,91.99.72.428,1,0,1,0
2019-01-31 23,91.99.72.517,1,0,1,0
2019-01-31 23,40.77.167.767,5,0,5,0
2019-01-31 23,66.249.66.859,1,0,1,0
2019-01-31 23,31.56.96.725,2,0,2,0
2019-01-31 23,40.77.167.819,5,0,5,0
2019-01-31 23,31.56.96.762,2,0,2,0
2019-01-31 23,54.36.149.755,1,0,1,0
2019-01-31 23,66.249.66.913,1,0,1,0
2019-01-31 23,91.99.72.742,1,0,1,0
2019-01-31 23,91.99.72.846,1,0,1,0
2019-01-31 23,40.77.167.969,5,0,5,0
2019-01-31 23,40.77.167.979,5,0,5,0
2019-01-31 23,31.56.96.924,2,0,2,0
2019-01-31 23,54.36.149.925,1,0,1,0
2019-01-31 23,66.249.66.1116,1,0,1,0
2019-01-31 23,54.36.149.81,1,0,1,0
2019-01-31 23,31.56.96.140,2,0,2,0
2019-01-31 23,54.36.149.137,1,0,1,0
2019-01-31 23,66.249.66.301,1,0,1,0
2019-01-31 23,40.77.167.474,5,0,5,0
2019-01-31 23,66.249.66.549,1,0,1,0
2019-01-31 23,66.249.66.560,1,0,1,0
2019-01-31 23,31.56.96.434,2,0,2,0
2019-01-31 23,54.36.149.433,1,0,1,0
2019-01-31 23,91.99.72.448,1,0,1,0
2019-01-31 23,31.56.96.502,2,0,2,0
2019-01-31 23,54.36.149.517,1,0,1,0
2019-01-31 23,54.36.149.610,1,0,1,0
2019-01-31 23,91.99.72.595,1,0,1,0
2019-01-31 23,54.36.149.707,1,0,1,0
2019-01-31 23,31.56.96.731,2,0,2,0
2019-01-31 23,40.77.167.833,5,0,5,0
2019-01-31 23,54.36.149.779,1,0,1,0
2019-01-31 23,66.249.66.933,1,0,1,0
2019-01-31 23,31.56.96.800,2,0,2,0
2019-01-31 23,66.249.66.943,1,0,1,0
2019-01-31 23,31.56.96.835,2,0,2,0
2019-01-31 23,40.77.167.915,5,0,5,0
2019-01-31 23,66.249.66.999,1,0,1,0
2019-01-31 23,54.36.149.847,1,0,1,0
2019-01-31 23,40.77.167.942,5,0,5,0
2019-01-31 23,54.36.149.929,1,0,1,0
2019-01-31 23,66.249.66.1130,1,0,1,0
2019-01-31 23,31.56.96.990,2,0,2,0
2019-01-28 9,66.249.66.200,1,0,1,0
2019-01-31 15,40.77.167.141,5,0,5,0
2019-01-31 23,91.99.72.102,1,0,1,0
2019-01-31 23,91.99.72.129,1,0,1,0
2019-01-31 23,66.249.66.379,1,0,1,0
2019-01-31 23,66.249.66.388,1,0,1,0
2019-01-31 23,40.77.167.464,5,0,5,0
2019-01-31 23,54.36.149.494,1,0,1,0
2019-01-31 23,54.36.149.512,1,0,1,0
2019-01-31 23,66.249.66.670,1,0,1,0
2019-01-31 23,66.249.66.1041,1,0,1,0
2019-01-31 23,31.56.96.979,2,0,2,0
2019-01-31 23,91.99.72.945,1,0,1,0
2019-01-31 23,40.77.167.149,5,0,5,0
2019-01-31 23,31.56.96.136,2,0,2,0
2019-01-31 23,66.249.66.348,1,0,1,0
2019-01-31 23,31.56.96.226,2,0,2,0
2019-01-31 23,40.77.167.340,5,0,5,0
2019-01-31 23,66.249.66.499,1,0,1,0
2019-01-31 23,31.56.96.398,2,0,2,0
2019-01-31 23,91.99.72.407,1,0,1,0
2019-01-31 23,66.249.66.676,1,0,1,0
2019-01-31 23,91.99.72.543,1,0,1,0
2019-01-31 23,66.249.66.768,1,0,1,0
2019-01-31 23,31.56.96.626,2,0,2,0
2019-01-31 23,40.77.167.771,5,0,5,0
2019-01-31 23,66.249.66.856,1,0,1,0
2019-01-31 23,91.99.72.734,1,0,1,0
2019-01-31 23,66.249.66.916,1,0,1,0
2019-01-31 23,91.99.72.765,1,0,1,0
2019-01-31 23,31.56.96.817,2,0,2,0
2019-01-31 23,91.99.72.827,1,0,1,0
2019-01-31 23,54.36.149.859,1,0,1,0
2019-01-31 23,40.77.167.957,5,0,5,0
2019-01-31 23,40.77.167.974,5,0,5,0
2019-01-31 23,54.36.149.890,1,0,1,0
2019-01-31 23,54.36.149.905,1,0,1,0
2019-01-31 23,31.56.96.878,2,0,2,0
2019-01-31 23,91.99.72.63,1,0,1,0
2019-01-31 23,31.56.96.119,2,0,2,0
2019-01-31 23,91.99.72.121,1,0,1,0
2019-01-31 23,91.99.72.128,1,0,1,0
2019-01-31 23,91.99.72.208,1,0,1,0
2019-01-31 23,91.99.72.236,1,0,1,0
2019-01-31 23,54.36.149.368,1,0,1,0
2019-01-31 23,91.99.72.360,1,0,1,0
2019-01-31 23,54.36.149.449,1,0,1,0
2019-01-31 23,91.99.72.437,1,0,1,0
2019-01-31 23,66.249.66.622,1,0,1,0
2019-01-31 23,54.36.149.536,1,0,1,0
2019-01-31 23,54.36.149.581,1,0,1,0
2019-01-31 23,91.99.72.561,1,0,1,0
2019-01-31 23,66.249.66.769,1,0,1,0
2019-01-31 23,54.36.149.625,1,0,1,0
2019-01-31 23,66.249.66.820,1,0,1,0
2019-01-31 23,66.249.66.852,1,0,1,0
2019-01-31 23,54.36.149.702,1,0,1,0
2019-01-31 23,31.56.96.760,2,0,2,0
2019-01-31 23,54.36.149.773,1,0,1,0
2019-01-31 23,31.56.96.783,2,0,2,0
2019-01-31 23,54.36.149.774,1,0,1,0
2019-01-31 23,91.99.72.748,1,0,1,0
2019-01-31 23,54.36.149.796,1,0,1,0
2019-01-31 23,54.36.149.808,1,0,1,0
2019-01-31 23,54.36.149.854,1,0,1,0
2019-01-31 23,91.99.72.879,1,0,1,0
2019-01-31 23,31.56.96.936,2,0,2,0
2019-01-31 23,54.36.149.938,1,0,1,0
2019-01-31 23,91.99.72.913,1,0,1,0
2019-01-31 23,54.36.149.946,1,0,1,0
2019-01-31 18,40.77.167.144,5,0,5,0
2019-01-31 23,91.99.72.49,1,0,1,0
2019-01-31 23,54.36.149.108,1,0,1,0
2019-01-31 23,91.99.72.116,1,0,1,0
2019-01-31 23,91.99.72.231,1,0,1,0
2019-01-31 23,66.249.66.431,1,0,1,0
2019-01-31 23,31.56.96.292,2,0,2,0
2019-01-31 23,40.77.167.385,5,0,5,0
2019-01-31 23,91.99.72.289,1,0,1,0
2019-01-31 23,91.99.72.292,1,0,1,0
2019-01-31 23,40.77.167.447,5,0,5,0
2019-01-31 23,54.36.149.448,1,0,1,0
2019-01-31 23,54.36.149.541,1,0,1,0
