day_hour,clientip,count_Row,Get,Post,Head
2019-01-22 2,31.56.96.584,1,1,0,0
2019-01-22 7,31.56.96.746,1,1,0,0
2019-01-22 2,31.56.96.779,1,1,0,0
2019-01-22 11,31.56.96.82,1,1,0,0
2019-01-22 6,31.56.96.972,1,1,0,0
2019-01-22 7,40.77.167.132,1,1,0,0
2019-01-22 1,40.77.167.22,1,1,0,0
2019-01-22 11,40.77.167.287,1,1,0,0
2019-01-22 8,40.77.167.706,1,1,0,0
2019-01-22 4,40.77.167.959,1,1,0,0
2019-01-22 10,5.209.200.257,1,1,0,0
2019-01-22 7,5.209.200.643,1,1,0,0
2019-01-22 3,5.209.200.693,1,1,0,0
2019-01-22 11,5.209.200.701,1,1,0,0
2019-01-22 0,5.209.200.749,1,1,0,0
2019-01-22 7,5.209.200.804,1,1,0,0
2019-01-22 8,5.209.200.859,1,1,0,0
2019-01-22 3,5.209.200.929,1,1,0,0
2019-01-22 0,5.211.97.120,1,1,0,0
2019-01-22 11,5.211.97.314,1,1,0,0
2019-01-10 1,5.211.97.39,1,0,1,0
2019-01-21 11,5.211.97.39,1,0,1,0
2019-01-27 8,5.211.97.39,1,0,1,0
2019-01-22 6,5.211.97.478,1,1,0,0
2019-01-22 7,5.211.97.482,1,1,0,0
2019-01-22 1,5.211.97.670,2,2,0,0
2019-01-22 4,5.211.97.69,1,1,0,0
2019-01-22 6,5.211.97.693,1,1,0,0
2019-01-26 2,5.62.206.413,1,1,0,0
2019-01-15 0,5.62.206.457,1,1,0,0
2019-01-29 0,5.62.206.534,1,1,0,0
2019-01-14 1,5.62.206.608,1,1,0,0
2019-01-18 1,5.62.206.954,1,1,0,0
2019-01-22 7,5.78.198.248,1,0,1,0
2019-01-22 9,5.78.198.315,1,1,0,0
2019-01-22 3,5.78.198.385,1,1,0,0
2019-01-22 7,5.78.198.406,1,1,0,0
2019-01-22 0,5.78.198.426,1,1,0,0
2019-01-22 2,5.78.198.581,1,0,1,0
2019-01-22 8,5.78.198.679,1,0,1,0
2019-01-22 8,5.78.198.736,1,0,1,0
2019-01-22 10,5.78.198.800,1,1,0,0
2019-01-22 3,54.36.148.117,1,1,0,0
2019-01-30 0,54.36.148.126,1,1,0,0
2019-01-22 7,54.36.148.161,1,0,1,0
2019-01-24 11,54.36.148.178,1,1,0,0
2019-01-22 3,54.36.148.285,1,1,0,0
2019-01-12 7,54.36.148.391,1,1,0,0
2019-01-22 6,54.36.148.431,1,1,0,0
2019-01-16 7,54.36.148.5,1,1,0,0
2019-01-14 3,54.36.148.515,1,1,0,0
2019-01-22 2,54.36.148.772,1,1,0,0
2019-01-22 10,54.36.148.813,1,1,0,0
2019-01-21 8,54.36.148.88,1,1,0,0
2019-01-22 11,66.111.54.21,1,1,0,0
2019-01-22 4,66.111.54.234,1,1,0,0
2019-01-22 3,66.111.54.339,1,1,0,0
2019-01-22 10,66.111.54.366,1,1,0,0
2019-01-22 9,66.111.54.783,1,1,0,0
2019-01-22 0,66.249.66.142,2,2,0,0
2019-01-26 9,66.249.66.194,1,0,1,0
2019-01-31 11,66.249.66.194,1,0,1,0
2019-01-22 9,66.249.66.196,1,1,0,0
2019-01-22 10,66.249.66.211,1,1,0,0
2019-01-22 1,66.249.66.370,1,1,0,0
2019-01-22 9,66.249.66.395,1,0,1,0
2019-01-22 11,66.249.66.423,1,1,0,0
2019-01-22 4,66.249.66.591,1,1,0,0
2019-01-22 10,66.249.66.752,1,0,1,0
2019-01-22 10,66.249.66.805,1,1,0,0
2019-01-22 11,66.249.66.817,4,3,1,0
2019-01-22 7,66.249.66.906,2,2,0,0
2019-01-22 3,66.249.66.916,1,1,0,0
2019-01-22 5,66.249.66.95,2,1,1,0
2019-01-22 9,91.99.72.104,1,1,0,0
2019-01-22 8,91.99.72.263,1,1,0,0
2019-01-22 9,91.99.72.294,1,1,0,0
2019-01-22 0,91.99.72.331,2,2,0,0
2019-01-22 5,91.99.72.490,1,1,0,0
2019-01-22 5,91.99.72.491,1,1,0,0
2019-01-22 4,91.99.72.592,1,1,0,0
2019-01-22 10,91.99.72.850,1,1,0,0
2019-01-22 2,91.99.72.875,2,2,0,0
2019-01-22 8,91.99.72.890,1,1,0,0
2019-01-22 2,2.177.12.744,1,1,0,0
2019-01-22 1,2.177.12.935,1,1,0,0
2019-01-22 5,204.18.198.385,1,1,0,0
2019-01-22 0,5.209.200.336,1,1,0,0
2019-01-22 3,5.209.200.851,1,1,0,0
2019-01-22 4,66.111.54.151,1,1,0,0
2019-01-22 10,66.111.54.248,1,1,0,0
2019-01-22 7,66.111.54.682,1,1,0,0
2019-01-22 0,66.111.54.698,1,1,0,0
2019-01-22 8,66.111.54.739,1,1,0,0
2019-01-22 7,66.111.54.775,1,1,0,0
2019-01-22 0,66.249.66.126,1,1,0,0
2019-01-22 7,66.249.66.145,1,1,0,0
2019-01-22 8,66.249.66.256,1,1,0,0
2019-01-22 1,66.249.66.288,1,1,0,0
2019-01-22 1,66.249.66.30,1,1,0,0
2019-01-22 10,66.249.66.319,2,2,0,0
2019-01-22 3,66.249.66.368,1,1,0,0
2019-01-22 1,66.249.66.50,1,1,0,0
2019-01-22 2,66.249.66.553,1,1,0,0
2019-01-22 4,66.249.66.59,1,1,0,0
2019-01-22 1,66.249.66.61,2,2,0,0
2019-01-22 4,66.249.66.668,1,0,1,0
2019-01-22 5,66.249.66.696,1,1,0,0
2019-01-22 10,66.249.66.745,1,1,0,0
2019-01-22 4,66.249.66.761,2,2,0,0
2019-01-22 0,66.249.66.772,2,2,0,0
2019-01-22 6,66.249.66.776,1,1,0,0
2019-01-22 6,66.249.66.789,1,1,0,0
2019-01-22 2,66.249.66.884,1,0,1,0
2019-01-22 7,66.249.66.922,2,2,0,0
2019-01-22 2,91.99.72.344,1,1,0,0
2019-01-22 1,91.99.72.372,1,1,0,0
2019-01-22 3,91.99.72.385,1,1,0,0
2019-01-22 0,91.99.72.66,1,0,1,0
2019-01-22 4,91.99.72.731,1,0,1,0
2019-01-22 7,91.99.72.841,1,1,0,0
2019-01-22 1,91.99.72.893,1,1,0,0
2019-01-22 10,2.177.12.20,1,1,0,0
2019-01-22 7,2.177.12.259,1,1,0,0
2019-01-22 2,2.177.12.340,1,1,0,0
2019-01-22 5,2.177.12.407,1,1,0,0
2019-01-22 7,2.177.12.49,1,1,0,0
2019-01-22 7,2.177.12.628,1,1,0,0
2019-01-22 10,2.177.12.801,1,1,0,0
2019-01-22 2,2.177.12.909,1,1,0,0
2019-01-22 7,2.177.12.972,1,1,0,0
2019-01-22 11,2.179.141.169,1,0,1,0
2019-01-22 0,2.179.141.287,1,0,1,0
2019-01-22 10,2.179.141.351,1,0,1,0
2019-01-22 1,2.179.141.782,1,0,1,0
2019-01-22 9,2.179.141.983,1,0,1,0
2019-01-22 2,204.18.198.263,1,1,0,0
2019-01-22 5,204.18.198.722,1,1,0,0
2019-01-22 10,204.18.198.725,1,1,0,0
2019-01-22 5,204.18.198.806,1,1,0,0
2019-01-22 2,204.18.198.914,1,1,0,0
2019-01-22 1,207.46.13.104,1,0,1,0
2019-01-22 11,207.46.13.161,1,1,0,0
2019-01-22 9,207.46.13.494,1,1,0,0
2019-01-22 10,207.46.13.555,1,1,0,0
2019-01-22 0,207.46.13.747,1,1,0,0
2019-01-22 9,31.56.96.0,1,1,0,0
2019-01-22 4,31.56.96.113,1,1,0,0
2019-01-22 1,31.56.96.14,1,1,0,0
2019-01-22 7,31.56.96.283,1,1,0,0
2019-01-22 6,31.56.96.334,1,1,0,0
2019-01-22 0,31.56.96.594,1,1,0,0
2019-01-22 3,40.77.167.100,1,1,0,0
2019-01-22 5,40.77.167.618,1,1,0,0
2019-01-22 0,40.77.167.652,1,1,0,0
2019-01-22 2,40.77.167.714,1,1,0,0
2019-01-22 4,40.77.167.80,1,1,0,0
2019-01-22 5,40.77.167.995,1,1,0,0
2019-01-22 2,5.209.200.245,1,1,0,0
2019-01-22 1,5.209.200.305,1,1,0,0
2019-01-22 10,5.209.200.409,1,1,0,0
2019-01-22 1,5.209.200.449,1,1,0,0
2019-01-22 11,5.209.200.636,1,1,0,0
2019-01-22 2,5.209.200.729,1,1,0,0
2019-01-22 3,5.209.200.790,1,1,0,0
2019-01-22 10,5.209.200.835,1,1,0,0
2019-01-22 5,5.211.97.232,1,1,0,0
2019-01-22 6,5.211.97.240,1,1,0,0
2019-01-22 4,5.211.97.318,1,1,0,0
2019-01-22 6,5.211.97.334,1,1,0,0
2019-01-22 7,5.211.97.385,1,1,0,0
2019-01-22 6,5.211.97.623,1,1,0,0
2019-01-22 0,5.211.97.714,1,1,0,0
2019-01-22 0,5.211.97.79,1,1,0,0
2019-01-22 2,5.211.97.821,1,1,0,0
2019-01-22 7,5.211.97.937,1,1,0,0
2019-01-11 7,5.62.206.204,1,1,0,0
2019-01-16 4,5.62.206.256,1,1,0,0
2019-01-18 6,5.62.206.406,1,1,0,0
2019-01-30 11,5.62.206.48,1,1,0,0
2019-01-27 8,5.62.206.597,1,1,0,0
2019-01-17 0,5.62.206.807,1,1,0,0
2019-01-20 2,5.62.206.948,1,1,0,0
2019-01-22 0,5.78.198.335,1,1,0,0
2019-01-22 7,5.78.198.453,1,1,0,0
2019-01-28 3,5.78.198.52,1,1,0,0
2019-01-22 2,5.78.198.537,1,1,0,0
2019-01-22 9,5.78.198.727,1,1,0,0
2019-01-22 8,5.78.198.922,1,1,0,0
2019-01-26 1,54.36.148.354,1,1,0,0
2019-01-22 5,54.36.148.53,1,1,0,0
2019-01-22 10,54.36.148.574,1,1,0,0
2019-01-16 8,54.36.148.591,1,1,0,0
2019-01-22 9,54.36.148.721,1,1,0,0
2019-01-22 0,54.36.148.80,1,1,0,0
2019-01-22 0,54.36.148.806,1,1,0,0
2019-01-22 10,54.36.148.829,1,1,0,0
2019-01-26 9,54.36.148.986,1,1,0,0
2019-01-22 10,66.111.54.146,1,1,0,0
2019-01-22 5,66.111.54.183,1,1,0,0
2019-01-22 10,66.111.54.205,1,1,0,0
2019-01-22 3,66.111.54.397,2,2,0,0
2019-01-22 1,66.111.54.42,1,1,0,0
2019-01-22 0,66.111.54.436,1,1,0,0
2019-01-22 4,66.111.54.460,1,1,0,0
2019-01-22 9,66.111.54.483,2,2,0,0
2019-01-22 11,66.111.54.521,1,1,0,0
2019-01-22 7,66.111.54.699,1,1,0,0
2019-01-22 6,66.111.54.701,1,1,0,0
2019-01-22 8,66.111.54.989,1,1,0,0
2019-01-12 3,66.249.64.66,1,1,0,0
2019-01-22 6,66.249.66.139,1,1,0,0
2019-01-22 5,66.249.66.149,2,2,0,0
2019-01-14 9,66.249.66.194,1,0,1,0
2019-01-21 2,66.249.66.194,1,0,1,0
2019-01-21 9,66.249.66.194,1,0,1,0
2019-01-26 5,66.249.66.194,1,0,1,0
2019-01-22 11,66.249.66.343,1,1,0,0
2019-01-22 11,66.249.66.499,1,0,1,0
2019-01-22 9,66.249.66.500,1,1,0,0
2019-01-22 10,66.249.66.607,1,1,0,0
2019-01-22 11,66.249.66.620,2,2,0,0
2019-01-22 9,66.249.66.635,1,1,0,0
2019-01-22 5,66.249.66.80,1,1,0,0
2019-01-22 11,66.249.66.812,2,2,0,0
2019-01-22 6,66.249.66.835,1,1,0,0
2019-01-22 9,66.249.66.962,1,1,0,0
2019-01-22 11,91.99.72.443,1,1,0,0
2019-01-22 0,91.99.72.512,1,1,0,0
2019-01-22 4,91.99.72.619,1,0,1,0
2019-01-22 0,91.99.72.637,1,1,0,0
2019-01-22 10,91.99.72.701,1,0,1,0
2019-01-22 9,91.99.72.708,1,0,1,0
2019-01-22 5,91.99.72.737,1,1,0,0
2019-01-22 9,91.99.72.804,1,1,0,0
2019-01-22 4,91.99.72.824,1,0,1,0
2019-01-22 7,2.177.12.446,1,1,0,0
2019-01-22 2,5.209.200.235,1,1,0,0
2019-01-22 3,66.111.54.342,1,1,0,0
2019-01-22 8,66.111.54.584,1,1,0,0
2019-01-22 4,66.249.66.112,1,1,0,0
2019-01-22 5,66.249.66.112,3,2,1,0
2019-01-22 7,66.249.66.112,1,1,0,0
2019-01-22 8,66.249.66.320,1,1,0,0
2019-01-22 4,66.249.66.564,1,1,0,0
2019-01-22 1,66.249.66.576,1,1,0,0
2019-01-22 0,66.249.66.657,2,2,0,0
2019-01-22 6,66.249.66.678,2,2,0,0
2019-01-22 2,66.249.66.744,1,1,0,0
2019-01-22 9,66.249.66.812,1,1,0,0
2019-01-22 1,66.249.66.857,1,1,0,0
2019-01-22 5,91.99.72.683,2,2,0,0
2019-01-22 0,91.99.72.93,1,0,1,0
2019-01-22 0,2.177.12.348,1,1,0,0
2019-01-22 6,2.177.12.441,1,1,0,0
2019-01-22 6,2.177.12.445,1,1,0,0
2019-01-22 4,2.177.12.521,1,1,0,0
2019-01-22 8,2.177.12.53,1,1,0,0
2019-01-22 8,2.177.12.573,1,1,0,0
2019-01-22 6,2.177.12.645,1,1,0,0
2019-01-22 0,2.179.141.161,1,0,1,0
2019-01-22 1,2.179.141.20,1,0,1,0
2019-01-22 1,2.179.141.376,1,0,1,0
2019-01-22 6,2.179.141.533,1,0,1,0
2019-01-22 4,2.179.141.631,1,0,1,0
2019-01-22 6,2.179.141.811,1,0,1,0
2019-01-13 7,204.18.198.248,1,0,1,0
2019-01-27 5,204.18.198.248,1,0,1,0
2019-01-22 9,204.18.198.336,1,1,0,0
2019-01-22 2,204.18.198.376,1,1,0,0
2019-01-22 6,204.18.198.515,1,1,0,0
2019-01-22 4,204.18.198.525,1,1,0,0
2019-01-22 4,204.18.198.61,1,1,0,0
2019-01-22 7,204.18.198.775,1,1,0,0
2019-01-22 2,207.46.13.275,1,1,0,0
2019-01-22 0,31.56.96.198,1,1,0,0
2019-01-22 3,31.56.96.484,1,1,0,0
2019-01-22 9,31.56.96.679,1,1,0,0
2019-01-22 11,40.77.167.158,1,1,0,0
2019-01-22 9,40.77.167.301,1,1,0,0
2019-01-22 2,40.77.167.447,1,1,0,0
2019-01-22 1,40.77.167.546,1,1,0,0
2019-01-22 7,5.209.200.577,1,1,0,0
2019-01-22 4,5.209.200.662,1,1,0,0
2019-01-22 11,5.209.200.715,1,1,0,0
2019-01-22 11,5.209.200.73,1,1,0,0
2019-01-22 3,5.209.200.789,1,1,0,0
2019-01-22 2,5.209.200.967,1,1,0,0
2019-01-22 8,5.211.97.144,1,1,0,0
2019-01-22 11,5.211.97.15,1,1,0,0
2019-01-22 7,5.211.97.299,2,2,0,0
2019-01-22 1,5.211.97.351,1,1,0,0
2019-01-22 0,5.211.97.580,1,1,0,0
2019-01-22 8,5.211.97.599,1,1,0,0
2019-01-22 7,5.211.97.64,1,1,0,0
2019-01-22 1,5.211.97.678,1,1,0,0
2019-01-22 1,5.211.97.70,2,2,0,0
2019-01-22 11,5.211.97.799,2,2,0,0
2019-01-22 8,5.211.97.84,1,1,0,0
2019-01-22 4,5.211.97.855,1,1,0,0
2019-01-22 3,5.211.97.906,1,1,0,0
2019-01-10 3,5.62.206.131,1,1,0,0
2019-01-19 8,5.62.206.167,1,1,0,0
2019-01-24 11,5.62.206.365,1,1,0,0
2019-01-18 10,5.62.206.488,1,1,0,0
2019-01-14 6,5.62.206.519,1,1,0,0
2019-01-22 7,5.62.206.938,1,1,0,0
2019-01-22 5,5.78.198.356,1,1,0,0
2019-01-22 3,5.78.198.511,1,1,0,0
2019-01-22 3,5.78.198.617,1,1,0,0
2019-01-22 9,5.78.198.706,1,1,0,0
2019-01-22 7,5.78.198.826,1,0,1,0
2019-01-22 8,5.78.198.871,1,1,0,0
2019-01-21 8,54.36.148.263,1,1,0,0
2019-01-18 9,54.36.148.303,1,1,0,0
2019-01-22 1,54.36.148.348,1,1,0,0
2019-01-22 1,54.36.148.616,1,1,0,0
2019-01-22 6,54.36.148.715,1,1,0,0
2019-01-22 5,54.36.148.864,1,1,0,0
2019-01-12 7,54.36.148.918,1,1,0,0
2019-01-28 5,54.36.148.951,1,1,0,0
2019-01-22 8,54.36.148.997,1,1,0,0
2019-01-22 7,66.111.54.108,1,1,0,0
2019-01-22 8,66.111.54.300,1,1,0,0
2019-01-22 2,66.111.54.307,1,1,0,0
2019-01-22 2,66.111.54.477,1,1,0,0
2019-01-22 0,66.111.54.488,1,1,0,0
2019-01-22 11,66.111.54.610,1,1,0,0
2019-01-22 11,66.111.54.637,1,1,0,0
2019-01-22 1,66.111.54.670,1,1,0,0
2019-01-22 6,66.111.54.678,1,1,0,0
2019-01-22 8,66.111.54.682,1,1,0,0
2019-01-22 7,66.111.54.700,1,1,0,0
2019-01-22 4,66.111.54.85,1,1,0,0
2019-01-22 10,66.111.54.879,1,1,0,0
2019-01-22 8,66.111.54.905,1,1,0,0
2019-01-22 1,66.111.54.957,1,1,0,0
2019-01-22 6,66.249.66.172,1,1,0,0
2019-01-22 4,66.249.66.180,1,1,0,0
2019-01-22 11,66.249.66.236,1,1,0,0
2019-01-22 11,66.249.66.244,1,1,0,0
2019-01-22 5,66.249.66.258,2,2,0,0
2019-01-22 10,66.249.66.258,1,1,0,0
2019-01-22 6,66.249.66.298,2,2,0,0
2019-01-22 1,66.249.66.338,1,1,0,0
2019-01-22 8,66.249.66.343,2,2,0,0
2019-01-22 9,66.249.66.356,1,1,0,0
2019-01-22 1,66.249.66.360,1,1,0,0
2019-01-22 6,66.249.66.407,2,1,1,0
2019-01-22 10,66.249.66.408,1,1,0,0
2019-01-22 1,66.249.66.425,1,1,0,0
2019-01-22 4,66.249.66.428,1,1,0,0
2019-01-22 7,66.249.66.452,1,1,0,0
2019-01-22 6,66.249.66.477,2,2,0,0
2019-01-22 2,66.249.66.507,1,1,0,0
2019-01-22 9,66.249.66.727,1,1,0,0
2019-01-22 6,66.249.66.736,1,0,1,0
2019-01-22 5,66.249.66.91,1,0,1,0
2019-01-22 6,66.249.66.911,1,1,0,0
2019-01-22 10,66.249.66.982,2,2,0,0
2019-01-22 2,91.99.72.169,1,1,0,0
2019-01-22 11,91.99.72.345,1,1,0,0
2019-01-22 7,91.99.72.538,1,0,1,0
2019-01-22 11,91.99.72.675,1,0,1,0
2019-01-22 10,91.99.72.757,1,1,0,0
2019-01-22 6,91.99.72.905,1,1,0,0
2019-01-22 3,31.56.96.896,1,1,0,0
2019-01-22 3,5.209.200.195,1,1,0,0
2019-01-22 0,5.211.97.134,1,1,0,0
2019-01-22 7,5.211.97.873,1,1,0,0
2019-01-22 3,5.211.97.951,1,1,0,0
2019-01-22 3,54.36.148.762,1,1,0,0
2019-01-22 1,66.111.54.773,1,1,0,0
2019-01-22 5,66.111.54.92,1,1,0,0
2019-01-22 1,66.249.66.169,1,1,0,0
2019-01-10 7,66.249.66.194,1,0,1,0
2019-01-22 10,66.249.66.213,2,2,0,0
2019-01-22 8,66.249.66.378,2,2,0,0
2019-01-22 8,66.249.66.575,1,1,0,0
2019-01-22 1,66.249.66.586,1,0,1,0
2019-01-22 1,66.249.66.67,1,1,0,0
2019-01-22 4,66.249.66.681,1,0,1,0
2019-01-22 4,66.249.66.850,2,1,1,0
2019-01-22 6,66.249.66.857,1,1,0,0
2019-01-22 3,66.249.66.875,2,2,0,0
2019-01-22 5,66.249.66.974,1,0,1,0
2019-01-22 1,91.99.72.475,1,0,1,0
2019-01-22 1,91.99.72.478,1,0,1,0
2019-01-22 4,91.99.72.873,1,0,1,0
2019-01-22 9,91.99.72.906,1,1,0,0
2019-01-22 2,91.99.72.951,1,0,1,0
2019-01-22 5,2.177.12.202,1,1,0,0
2019-01-22 4,2.177.12.27,1,1,0,0
2019-01-22 5,2.177.12.315,1,1,0,0
2019-01-22 3,2.177.12.360,1,1,0,0
2019-01-22 5,2.177.12.380,1,1,0,0
2019-01-22 1,2.179.141.874,1,0,1,0
2019-01-15 9,204.18.198.248,1,0,1,0
2019-01-16 11,204.18.198.248,1,0,1,0
2019-01-22 1,204.18.198.271,1,1,0,0
2019-01-22 8,204.18.198.424,1,1,0,0
2019-01-22 8,204.18.198.46,1,1,0,0
2019-01-22 6,204.18.198.655,1,1,0,0
2019-01-22 11,204.18.198.922,1,1,0,0
2019-01-22 3,207.46.13.138,1,1,0,0
2019-01-22 0,207.46.13.270,1,1,0,0
2019-01-22 7,207.46.13.425,1,1,0,0
2019-01-22 6,207.46.13.633,1,1,0,0
2019-01-22 10,207.46.13.66,1,1,0,0
2019-01-22 11,31.56.96.102,1,1,0,0
2019-01-22 6,31.56.96.225,1,1,0,0
2019-01-22 0,31.56.96.291,1,1,0,0
2019-01-22 1,31.56.96.328,1,1,0,0
2019-01-22 5,31.56.96.446,1,1,0,0
2019-01-17 3,31.56.96.51,1,1,0,0
2019-01-22 10,31.56.96.66,1,1,0,0
2019-01-22 6,31.56.96.880,1,1,0,0
2019-01-22 8,31.56.96.922,1,1,0,0
2019-01-22 6,40.77.167.192,1,1,0,0
2019-01-22 8,40.77.167.339,1,1,0,0
2019-01-22 6,40.77.167.434,1,1,0,0
2019-01-22 0,40.77.167.50,1,1,0,0
2019-01-22 11,40.77.167.932,1,1,0,0
2019-01-22 8,40.77.167.975,1,1,0,0
2019-01-22 10,5.209.200.157,1,1,0,0
2019-01-22 11,5.209.200.2,1,1,0,0
2019-01-22 0,5.209.200.231,1,1,0,0
2019-01-22 8,5.209.200.25,1,1,0,0
2019-01-22 10,5.209.200.253,1,1,0,0
2019-01-22 11,5.209.200.334,1,1,0,0
2019-01-22 9,5.209.200.483,1,1,0,0
2019-01-22 2,5.209.200.602,1,1,0,0
2019-01-22 6,5.209.200.640,1,1,0,0
2019-01-22 7,5.209.200.649,1,1,0,0
2019-01-22 1,5.209.200.837,1,1,0,0
2019-01-22 0,5.209.200.991,1,1,0,0
2019-01-22 1,5.211.97.150,1,1,0,0
2019-01-22 9,5.211.97.150,1,1,0,0
2019-01-22 1,5.211.97.39,6,1,5,0
2019-01-29 4,5.211.97.39,1,0,1,0
2019-01-22 8,5.211.97.406,1,1,0,0
2019-01-22 3,5.211.97.486,1,1,0,0
2019-01-22 2,5.211.97.542,1,1,0,0
2019-01-22 9,5.211.97.667,1,1,0,0
2019-01-22 4,5.211.97.765,1,1,0,0
2019-01-22 6,5.211.97.921,1,1,0,0
2019-01-26 7,5.62.206.152,1,1,0,0
2019-01-12 6,5.62.206.241,1,1,0,0
2019-01-10 7,5.62.206.518,1,1,0,0
2019-01-30 1,5.62.206.638,1,1,0,0
2019-01-26 6,5.62.206.691,1,1,0,0
2019-01-16 3,5.62.206.881,1,1,0,0
2019-01-21 5,5.62.206.898,1,1,0,0
2019-01-26 0,5.62.206.946,1,1,0,0
2019-01-24 1,5.62.206.948,1,1,0,0
2019-01-22 5,5.78.198.302,1,1,0,0
2019-01-22 4,5.78.198.376,1,1,0,0
2019-01-22 3,5.78.198.434,1,1,0,0
2019-01-22 6,5.78.198.52,3,0,3,0
2019-01-22 0,5.78.198.539,1,0,1,0
2019-01-22 9,5.78.198.781,1,1,0,0
2019-01-22 2,5.78.198.87,2,1,1,0
2019-01-22 10,5.78.198.87,1,0,1,0
2019-01-17 10,54.36.148.241,1,1,0,0
2019-01-27 10,54.36.148.271,1,1,0,0
2019-01-14 2,54.36.148.303,1,1,0,0
2019-01-24 1,54.36.148.329,1,1,0,0
2019-01-15 3,54.36.148.387,1,1,0,0
2019-01-22 6,54.36.148.392,1,1,0,0
2019-01-19 1,54.36.148.437,1,1,0,0
2019-01-18 5,54.36.148.477,1,1,0,0
2019-01-22 4,54.36.148.512,1,1,0,0
2019-01-22 4,54.36.148.578,1,1,0,0
2019-01-22 11,54.36.148.700,1,1,0,0
2019-01-22 9,54.36.148.701,1,1,0,0
2019-01-22 0,54.36.148.978,1,1,0,0
2019-01-22 6,54.36.148.998,1,1,0,0
2019-01-22 5,66.111.54.162,1,1,0,0
2019-01-22 9,66.111.54.164,1,1,0,0
2019-01-22 11,66.111.54.278,1,1,0,0
2019-01-22 7,66.111.54.390,1,1,0,0
2019-01-22 3,66.111.54.45,1,1,0,0
2019-01-22 9,66.111.54.512,1,1,0,0
2019-01-22 4,66.111.54.517,1,1,0,0
2019-01-22 6,66.111.54.539,1,1,0,0
2019-01-22 0,66.111.54.576,1,1,0,0
2019-01-22 1,66.111.54.602,1,1,0,0
2019-01-22 6,66.111.54.637,1,1,0,0
2019-01-22 11,66.111.54.738,1,1,0,0
2019-01-22 7,66.111.54.779,1,1,0,0
2019-01-22 10,66.111.54.866,1,1,0,0
2019-01-22 4,66.111.54.881,1,1,0,0
2019-01-22 11,66.111.54.966,1,1,0,0
2019-01-22 4,66.249.66.16,1,1,0,0
2019-01-22 4,66.249.66.205,1,1,0,0
2019-01-22 7,66.249.66.214,1,1,0,0
2019-01-22 7,66.249.66.352,1,0,1,0
2019-01-22 10,66.249.66.414,1,1,0,0
2019-01-22 11,66.249.66.42,1,1,0,0
2019-01-22 10,66.249.66.504,1,1,0,0
2019-01-22 1,66.249.66.548,1,1,0,0
2019-01-22 9,66.249.66.557,1,1,0,0
2019-01-22 2,66.249.66.57,1,1,0,0
2019-01-22 9,66.249.66.593,1,0,1,0
2019-01-22 6,66.249.66.600,1,1,0,0
2019-01-22 8,66.249.66.655,1,1,0,0
2019-01-22 11,66.249.66.702,1,1,0,0
2019-01-22 10,66.249.66.780,1,1,0,0
2019-01-22 0,66.249.66.807,1,1,0,0
2019-01-22 5,66.249.66.915,1,1,0,0
2019-01-22 7,66.249.66.948,1,1,0,0
2019-01-22 10,66.249.66.951,1,1,0,0
2019-01-22 9,66.249.66.971,1,1,0,0
2019-01-22 9,66.249.66.98,1,0,1,0
2019-01-22 5,66.249.66.982,1,0,1,0
2019-01-22 9,91.99.72.280,1,1,0,0
2019-01-22 5,91.99.72.283,1,0,1,0
2019-01-22 10,91.99.72.399,1,1,0,0
2019-01-22 6,91.99.72.4,1,1,0,0
2019-01-22 7,91.99.72.412,1,0,1,0
2019-01-22 5,91.99.72.416,1,1,0,0
2019-01-22 1,91.99.72.529,1,1,0,0
2019-01-22 0,91.99.72.538,1,1,0,0
2019-01-22 4,91.99.72.6,1,1,0,0
2019-01-22 1,91.99.72.685,1,0,1,0
2019-01-22 10,91.99.72.803,1,1,0,0
2019-01-22 6,91.99.72.816,1,1,0,0
2019-01-22 11,91.99.72.871,1,1,0,0
2019-01-22 10,91.99.72.882,1,1,0,0
2019-01-22 8,91.99.72.886,1,1,0,0
2019-01-22 1,91.99.72.964,1,1,0,0
2019-01-22 2,31.56.96.366,1,1,0,0
2019-01-26 4,5.211.97.39,1,0,1,0
2019-01-22 0,5.211.97.883,1,1,0,0
2019-01-14 5,5.62.206.654,1,1,0,0
2019-01-26 7,5.62.206.689,1,1,0,0
2019-01-22 2,66.111.54.106,1,1,0,0
2019-01-22 0,66.111.54.217,1,1,0,0
2019-01-22 3,66.111.54.263,1,1,0,0
2019-01-22 7,66.111.54.446,2,2,0,0
2019-01-22 3,66.111.54.50,1,1,0,0
2019-01-22 0,66.111.54.533,1,1,0,0
2019-01-22 8,66.111.54.615,1,1,0,0
2019-01-22 1,66.111.54.936,1,1,0,0
2019-01-22 2,66.249.66.153,3,3,0,0
2019-01-22 3,66.249.66.174,1,1,0,0
2019-01-22 7,66.249.66.18,3,2,1,0
2019-01-22 3,66.249.66.393,1,1,0,0
2019-01-22 3,66.249.66.432,1,1,0,0
2019-01-22 0,66.249.66.440,1,1,0,0
2019-01-22 6,66.249.66.532,2,2,0,0
2019-01-22 6,66.249.66.537,2,2,0,0
2019-01-22 2,66.249.66.564,1,1,0,0
2019-01-22 2,66.249.66.623,1,1,0,0
2019-01-22 5,66.249.66.678,1,1,0,0
2019-01-22 7,66.249.66.745,1,0,1,0
2019-01-22 4,66.249.66.830,1,1,0,0
2019-01-22 0,66.249.66.85,2,2,0,0
2019-01-22 3,66.249.66.926,1,1,0,0
